timestamp,unit_id,cooling_type,load_current_a,voltage_kv,ambient_temp_c,humidity_pct,oil_temp_c,cooling_stage,transformer_age_years,hotspot_temp_c
2025-05-26 20:00:00,T1,ONAN/ONAF,745.2,128.65,35.3,75.5,63.7,2,3,94.0
2025-05-26 21:00:00,T1,ONAN/ONAF,721.2,131.62,33.7,72.7,66.4,2,3,92.8
2025-05-26 22:00:00,T1,ONAN/ONAF,617.4,131.56,32.7,71.2,63.6,2,3,84.4
2025-05-26 23:00:00,T1,ONAN/ONAF,520.5,134.26,29.9,75.6,63.7,2,3,75.8
2025-05-27 00:00:00,T1,ONAN/ONAF,406.9,132.02,27.6,74.4,60.1,1,3,65.6
2025-05-27 01:00:00,T1,ONAN/ONAF,413.7,134.59,30.0,78.2,58.3,1,3,63.0
2025-05-27 02:00:00,T1,ONAN/ONAF,425.2,135.99,28.1,78.8,54.1,1,3,61.4
2025-05-27 03:00:00,T1,ONAN/ONAF,423.8,132.91,28.6,74.4,53.7,1,3,59.2
2025-05-27 04:00:00,T1,ONAN/ONAF,437.1,131.9,27.9,84.0,51.2,1,3,59.5
2025-05-27 05:00:00,T1,ONAN/ONAF,460.8,133.96,28.0,79.2,48.3,1,3,58.7
2025-05-27 06:00:00,T1,ONAN/ONAF,487.1,133.19,28.2,78.4,49.2,1,3,60.4
2025-05-27 07:00:00,T1,ONAN/ONAF,548.2,129.47,28.8,83.9,50.0,1,3,66.3
2025-05-27 08:00:00,T1,ONAN/ONAF,591.2,132.42,29.5,65.1,49.1,1,3,71.6
2025-05-27 09:00:00,T1,ONAN/ONAF,645.9,132.08,31.3,82.7,50.8,2,3,76.5
2025-05-27 10:00:00,T1,ONAN/ONAF,630.0,131.28,33.8,66.6,52.1,2,3,78.7
2025-05-27 11:00:00,T1,ONAN/ONAF,607.9,132.0,34.7,75.0,54.8,2,3,81.2
2025-05-27 12:00:00,T1,ONAN/ONAF,612.0,130.63,36.2,62.1,55.3,2,3,81.9
2025-05-27 13:00:00,T1,ONAN/ONAF,574.3,133.27,36.0,63.4,59.7,1,3,80.5
2025-05-27 14:00:00,T1,ONAN/ONAF,497.7,131.1,37.1,74.6,60.1,1,3,75.5
2025-05-27 15:00:00,T1,ONAN/ONAF,466.2,133.62,37.8,80.4,59.6,1,3,72.6
2025-05-27 16:00:00,T1,ONAN/ONAF,491.1,134.09,38.3,63.6,58.3,1,3,74.4
2025-05-27 17:00:00,T1,ONAN/ONAF,546.6,130.87,35.5,70.2,58.3,1,3,78.0
2025-05-27 18:00:00,T1,ONAN/ONAF,614.8,132.6,33.4,69.4,58.8,1,3,81.3
2025-05-27 19:00:00,T1,ONAN/ONAF,661.1,129.96,30.8,83.5,59.9,2,3,85.3
2025-05-27 20:00:00,T1,ONAN/ONAF,658.9,131.76,29.4,65.0,61.7,2,3,85.6
2025-05-27 21:00:00,T1,ONAN/ONAF,624.4,131.17,30.2,83.2,58.8,2,3,83.9
2025-05-27 22:00:00,T1,ONAN/ONAF,546.3,134.32,29.5,73.7,60.8,1,3,75.5
2025-05-27 23:00:00,T1,ONAN/ONAF,483.9,134.24,26.7,65.8,54.6,1,3,69.6
2025-05-28 00:00:00,T1,ONAN/ONAF,384.3,130.85,22.8,81.0,51.8,1,3,59.4
2025-05-28 01:00:00,T1,ONAN/ONAF,395.4,131.57,22.7,100.0,48.3,1,3,57.7
2025-05-28 02:00:00,T1,ONAN/ONAF,391.0,131.89,24.0,81.8,47.2,0,3,54.1
2025-05-28 03:00:00,T1,ONAN/ONAF,431.6,132.23,24.1,92.5,47.3,0,3,57.3
2025-05-28 04:00:00,T1,ONAN/ONAF,433.1,131.36,24.9,91.3,46.9,0,3,56.6
2025-05-28 05:00:00,T1,ONAN/ONAF,445.7,133.29,25.3,82.5,48.1,0,3,57.7
2025-05-28 06:00:00,T1,ONAN/ONAF,474.1,132.05,26.7,78.8,46.1,0,3,59.7
2025-05-28 07:00:00,T1,ONAN/ONAF,539.1,131.67,27.5,68.1,48.6,1,3,67.2
2025-05-28 08:00:00,T1,ONAN/ONAF,579.3,131.57,29.5,72.4,49.8,1,3,
2025-05-28 09:00:00,T1,ONAN/ONAF,664.7,132.0,29.8,81.8,50.4,2,3,79.4
2025-05-28 10:00:00,T1,ONAN/ONAF,659.1,132.12,32.2,75.4,53.3,2,3,79.7
2025-05-28 11:00:00,T1,ONAN/ONAF,622.2,131.73,33.3,72.3,56.3,2,3,80.3
2025-05-28 12:00:00,T1,ONAN/ONAF,602.3,130.79,35.1,74.2,57.3,2,3,79.3
2025-05-28 13:00:00,T1,ONAN/ONAF,543.5,133.07,34.7,78.1,58.7,1,3,75.7
2025-05-28 14:00:00,T1,ONAN/ONAF,516.1,133.92,35.8,66.5,56.9,1,3,76.4
2025-05-28 15:00:00,T1,ONAN/ONAF,512.4,130.94,36.5,75.7,61.0,1,3,73.8
2025-05-28 16:00:00,T1,ONAN/ONAF,516.6,131.7,36.3,69.5,58.8,1,3,74.6
2025-05-28 17:00:00,T1,ONAN/ONAF,566.7,133.69,35.4,77.2,58.8,1,3,77.7
2025-05-28 18:00:00,T1,ONAN/ONAF,651.7,131.15,36.6,61.9,61.5,2,3,83.2
2025-05-28 19:00:00,T1,ONAN/ONAF,727.0,130.11,36.0,68.3,58.0,2,3,91.0
2025-05-28 20:00:00,T1,ONAN/ONAF,798.4,130.4,32.8,70.8,62.1,2,3,99.2
2025-05-28 21:00:00,T1,ONAN/ONAF,761.8,130.86,31.7,74.5,64.0,2,3,98.9
2025-05-28 22:00:00,T1,ONAN/ONAF,673.7,129.61,29.0,88.2,64.5,2,3,90.1
2025-05-28 23:00:00,T1,ONAN/ONAF,592.2,131.69,27.6,84.7,61.1,2,3,82.3
2025-05-29 00:00:00,T1,ONAN/ONAF,443.2,133.41,25.8,89.1,60.5,1,3,70.5
2025-05-29 01:00:00,T1,ONAN/ONAF,430.3,132.74,24.3,77.8,55.5,1,3,64.0
2025-05-29 02:00:00,T1,ONAN/ONAF,434.8,131.12,24.8,82.3,52.4,1,3,61.0
2025-05-29 03:00:00,T1,ONAN/ONAF,434.9,132.41,23.5,88.8,50.8,1,3,58.5
2025-05-29 04:00:00,T1,ONAN/ONAF,430.4,130.7,24.0,82.7,48.6,0,3,58.4
2025-05-29 05:00:00,T1,ONAN/ONAF,461.0,134.74,25.3,83.6,46.5,0,3,58.2
2025-05-29 06:00:00,T1,ONAN/ONAF,457.3,132.57,25.4,74.7,48.3,0,3,59.0
2025-05-29 07:00:00,T1,ONAN/ONAF,479.9,131.78,25.5,86.0,48.4,0,3,61.1
2025-05-29 08:00:00,T1,ONAN/ONAF,549.7,132.31,28.2,75.8,49.2,1,3,67.6
2025-05-29 09:00:00,T1,ONAN/ONAF,602.0,134.69,29.8,85.6,49.4,1,3,74.2
2025-05-29 10:00:00,T1,ONAN/ONAF,604.8,130.52,29.4,72.4,51.3,1,3,76.4
2025-05-29 11:00:00,T1,ONAN/ONAF,575.5,132.67,32.4,76.9,51.0,1,3,76.5
2025-05-29 12:00:00,T1,ONAN/ONAF,563.8,132.2,34.5,72.1,55.5,1,3,75.9
2025-05-29 13:00:00,T1,ONAN/ONAF,507.1,130.46,36.4,60.0,55.8,1,3,74.5
2025-05-29 14:00:00,T1,ONAN/ONAF,488.9,130.79,38.4,69.7,56.5,1,3,74.7
2025-05-29 15:00:00,T1,ONAN/ONAF,478.8,129.99,36.9,78.8,56.1,1,3,72.9
2025-05-29 16:00:00,T1,ONAN/ONAF,500.6,132.37,38.3,67.7,59.6,1,3,74.1
2025-05-29 17:00:00,T1,ONAN/ONAF,541.4,132.44,37.5,69.5,57.2,1,3,76.4
2025-05-29 18:00:00,T1,ONAN/ONAF,636.5,131.91,37.3,71.5,58.5,1,3,81.4
2025-05-29 19:00:00,T1,ONAN/ONAF,719.3,129.7,36.1,68.5,61.2,2,3,90.3
2025-05-29 20:00:00,T1,ONAN/ONAF,750.6,131.2,35.4,72.9,62.5,2,3,95.7
2025-05-29 21:00:00,T1,ONAN/ONAF,705.8,133.05,32.2,79.5,66.7,2,3,94.1
2025-05-29 22:00:00,T1,ONAN/ONAF,639.5,132.71,30.8,79.9,62.1,2,3,86.9
2025-05-29 23:00:00,T1,ONAN/ONAF,540.3,132.99,27.0,68.2,61.7,2,3,78.2
2025-05-30 00:00:00,T1,ONAN/ONAF,412.6,132.92,26.4,79.8,57.2,1,3,66.1
2025-05-30 01:00:00,T1,ONAN/ONAF,416.1,131.53,25.4,81.2,55.0,1,3,63.4
2025-05-30 02:00:00,T1,ONAN/ONAF,409.5,133.56,26.2,78.6,50.7,1,3,59.6
2025-05-30 03:00:00,T1,ONAN/ONAF,403.7,131.85,24.0,93.4,49.8,1,3,57.4
2025-05-30 04:00:00,T1,ONAN/ONAF,401.1,133.16,25.1,82.4,50.2,0,3,56.8
2025-05-30 05:00:00,T1,ONAN/ONAF,423.2,134.53,27.3,71.8,47.6,0,3,59.3
2025-05-30 06:00:00,T1,ONAN/ONAF,458.3,130.78,27.5,83.7,49.0,0,3,61.0
2025-05-30 07:00:00,T1,ONAN/ONAF,503.8,132.11,29.6,70.6,47.0,1,3,66.8
2025-05-30 08:00:00,T1,ONAN/ONAF,595.4,134.28,31.2,62.2,51.1,1,3,73.6
2025-05-30 09:00:00,T1,ONAN/ONAF,659.0,131.27,34.7,78.9,52.8,2,3,82.2
2025-05-30 10:00:00,T1,ONAN/ONAF,645.1,132.28,34.0,70.5,56.2,2,3,84.8
2025-05-30 11:00:00,T1,ONAN/ONAF,579.6,132.23,36.4,74.6,56.9,1,3,80.4
2025-05-30 12:00:00,T1,ONAN/ONAF,534.3,131.59,36.5,65.8,56.9,1,3,80.5
2025-05-30 13:00:00,T1,ONAN/ONAF,488.7,130.43,36.7,61.3,59.5,1,3,76.4
2025-05-30 14:00:00,T1,ONAN/ONAF,482.3,133.71,38.1,57.9,60.6,1,3,76.3
2025-05-30 15:00:00,T1,ONAN/ONAF,479.7,133.99,38.7,61.6,57.4,1,3,75.6
2025-05-30 16:00:00,T1,ONAN/ONAF,494.5,133.79,40.1,57.4,59.4,1,3,76.0
2025-05-30 17:00:00,T1,ONAN/ONAF,569.3,129.08,41.1,65.5,61.2,1,3,81.9
2025-05-30 18:00:00,T1,ONAN/ONAF,680.5,131.84,38.0,62.2,61.6,2,3,89.7
2025-05-30 19:00:00,T1,ONAN/ONAF,732.2,134.18,39.7,64.7,64.9,2,3,97.2
2025-05-30 20:00:00,T1,ONAN/ONAF,736.2,129.65,36.4,67.2,66.6,2,3,99.9
2025-05-30 21:00:00,T1,ONAN/ONAF,697.7,133.54,34.1,74.8,65.6,2,3,96.7
2025-05-30 22:00:00,T1,ONAN/ONAF,627.3,131.75,32.6,74.5,65.9,2,3,89.9
2025-05-30 23:00:00,T1,ONAN/ONAF,563.7,131.67,30.7,76.9,61.4,2,3,82.6
2025-05-31 00:00:00,T1,ONAN/ONAF,354.1,131.95,30.4,76.8,57.8,2,3,66.2
2025-05-31 01:00:00,T1,ONAN/ONAF,326.1,133.71,30.7,77.5,57.4,1,3,61.5
2025-05-31 02:00:00,T1,ONAN/ONAF,326.8,133.86,28.6,67.1,53.3,1,3,58.0
2025-05-31 03:00:00,T1,ONAN/ONAF,350.7,132.44,30.7,84.2,51.7,1,3,57.6
2025-05-31 04:00:00,T1,ONAN/ONAF,353.8,131.94,30.2,76.4,48.0,1,3,56.0
2025-05-31 05:00:00,T1,ONAN/ONAF,375.3,133.03,30.6,81.7,47.3,0,3,57.8
2025-05-31 06:00:00,T1,ONAN/ONAF,436.5,132.67,29.4,65.2,48.0,0,3,61.5
2025-05-31 07:00:00,T1,ONAN/ONAF,466.6,131.37,31.3,71.8,47.5,0,3,63.7
2025-05-31 08:00:00,T1,ONAN/ONAF,502.9,131.65,33.2,63.8,50.9,1,3,68.3
2025-05-31 09:00:00,T1,ONAN/ONAF,506.9,131.39,35.6,69.5,52.8,1,3,70.1
2025-05-31 10:00:00,T1,ONAN/ONAF,517.9,132.67,36.2,57.1,53.4,1,3,72.6
2025-05-31 11:00:00,T1,ONAN/ONAF,510.5,134.75,38.5,58.2,53.4,1,3,73.3
2025-05-31 12:00:00,T1,ONAN/ONAF,474.1,135.55,37.1,67.3,57.4,1,3,71.1
2025-05-31 13:00:00,T1,ONAN/ONAF,424.6,132.26,37.5,61.6,58.1,1,3,68.1
2025-05-31 14:00:00,T1,ONAN/ONAF,394.8,134.65,36.7,62.0,54.9,1,3,66.7
2025-05-31 15:00:00,T1,ONAN/ONAF,384.7,134.35,37.3,71.5,57.8,1,3,66.0
2025-05-31 16:00:00,T1,ONAN/ONAF,410.7,130.76,37.8,70.9,53.6,1,3,65.7
2025-05-31 17:00:00,T1,ONAN/ONAF,464.4,134.09,36.2,70.5,53.3,1,3,67.2
2025-05-31 18:00:00,T1,ONAN/ONAF,519.3,133.12,36.1,74.7,56.5,1,3,71.8
2025-05-31 19:00:00,T1,ONAN/ONAF,585.5,131.18,34.6,68.5,58.2,1,3,76.3
2025-05-31 20:00:00,T1,ONAN/ONAF,617.3,133.31,33.6,69.2,60.0,1,3,78.8
2025-05-31 21:00:00,T1,ONAN/ONAF,612.9,130.3,31.2,71.0,56.8,1,3,78.9
2025-05-31 22:00:00,T1,ONAN/ONAF,550.0,131.29,29.5,77.5,58.3,1,3,72.0
2025-05-31 23:00:00,T1,ONAN/ONAF,475.1,133.24,29.2,73.8,54.3,1,3,66.4
2025-06-01 00:00:00,T1,ONAN/ONAF,358.0,132.0,28.2,78.4,53.7,1,3,57.2
2025-06-01 01:00:00,T1,ONAN/ONAF,367.0,131.38,28.2,85.2,49.5,1,3,55.8
2025-06-01 02:00:00,T1,ONAN/ONAF,366.0,131.82,27.8,88.7,47.3,1,3,53.4
2025-06-01 03:00:00,T1,ONAN/ONAF,360.8,134.6,25.5,83.6,48.7,0,3,51.0
2025-06-01 04:00:00,T1,ONAN/ONAF,378.5,133.57,27.0,92.9,47.3,0,3,50.8
2025-06-01 05:00:00,T1,ONAN/ONAF,386.8,132.51,28.2,75.0,45.0,0,3,53.5
2025-06-01 06:00:00,T1,ONAN/ONAF,424.7,131.77,29.1,62.9,46.9,0,3,56.2
2025-06-01 07:00:00,T1,ONAN/ONAF,477.3,132.91,29.9,77.4,46.6,0,3,60.8
2025-06-01 08:00:00,T1,ONAN/ONAF,513.7,132.53,31.1,70.2,49.4,1,3,65.8
2025-06-01 09:00:00,T1,ONAN/ONAF,569.8,131.58,33.5,69.6,49.9,1,3,70.2
2025-06-01 10:00:00,T1,ONAN/ONAF,569.5,131.29,34.5,59.5,52.2,1,3,73.9
2025-06-01 11:00:00,T1,ONAN/ONAF,535.1,133.37,33.8,64.8,56.4,1,3,73.6
2025-06-01 12:00:00,T1,ONAN/ONAF,520.7,131.34,34.8,57.3,54.5,1,3,74.0
2025-06-01 13:00:00,T1,ONAN/ONAF,474.8,134.15,37.0,64.8,55.6,1,3,72.1
2025-06-01 14:00:00,T1,ONAN/ONAF,425.6,133.65,37.8,63.4,56.3,1,3,68.7
2025-06-01 15:00:00,T1,ONAN/ONAF,417.4,135.23,36.2,68.1,56.0,1,3,65.7
2025-06-01 16:00:00,T1,ONAN/ONAF,455.6,135.68,34.5,76.0,58.2,1,3,66.7
2025-06-01 17:00:00,T1,ONAN/ONAF,526.0,130.68,37.3,68.4,56.2,1,3,72.5
2025-06-01 18:00:00,T1,ONAN/ONAF,573.9,130.69,34.6,59.3,58.4,1,3,76.1
2025-06-01 19:00:00,T1,ONAN/ONAF,661.6,131.46,33.7,74.9,55.7,2,3,84.1
2025-06-01 20:00:00,T1,ONAN/ONAF,682.7,130.28,31.9,71.8,59.3,2,3,85.9
2025-06-01 21:00:00,T1,ONAN/ONAF,674.1,130.87,28.1,77.5,58.3,2,3,84.7
2025-06-01 22:00:00,T1,ONAN/ONAF,589.4,131.31,28.4,80.7,59.6,1,3,76.4
2025-06-01 23:00:00,T1,ONAN/ONAF,499.6,130.87,26.6,81.2,55.3,1,3,70.4
2025-06-02 00:00:00,T1,ONAN/ONAF,420.0,131.81,26.7,74.2,57.1,1,3,62.4
2025-06-02 01:00:00,T1,ONAN/ONAF,400.4,132.71,26.4,80.3,51.9,1,3,58.2
2025-06-02 02:00:00,T1,ONAN/ONAF,393.6,133.56,25.9,89.4,49.3,1,3,56.2
2025-06-02 03:00:00,T1,ONAN/ONAF,408.6,133.86,27.8,72.7,47.3,0,3,56.8
2025-06-02 04:00:00,T1,ONAN/ONAF,411.5,135.06,26.9,76.2,46.3,0,3,58.2
2025-06-02 05:00:00,T1,ONAN/ONAF,423.3,132.88,28.7,81.4,49.6,0,3,58.0
2025-06-02 06:00:00,T1,ONAN/ONAF,447.4,134.05,29.6,71.2,49.0,0,3,59.6
2025-06-02 07:00:00,T1,ONAN/ONAF,493.4,131.66,31.4,65.9,50.1,1,3,63.8
2025-06-02 08:00:00,T1,ONAN/ONAF,538.1,130.57,30.4,70.2,51.6,1,3,67.2
2025-06-02 09:00:00,T1,ONAN/ONAF,594.8,130.78,33.7,76.3,53.5,1,3,72.6
2025-06-02 10:00:00,T1,ONAN/ONAF,604.6,131.96,35.8,69.0,55.3,1,3,77.4
2025-06-02 11:00:00,T1,ONAN/ONAF,607.2,133.36,36.8,65.8,55.8,1,3,79.8
2025-06-02 12:00:00,T1,ONAN/ONAF,565.5,131.59,38.9,52.4,58.1,1,3,79.1
2025-06-02 13:00:00,T1,ONAN/ONAF,493.3,133.15,38.5,68.1,60.5,1,3,74.6
2025-06-02 14:00:00,T1,ONAN/ONAF,476.2,132.44,38.7,65.1,58.7,1,3,72.3
2025-06-02 15:00:00,T1,ONAN/ONAF,460.7,132.78,38.0,57.6,57.4,1,3,73.7
2025-06-02 16:00:00,T1,ONAN/ONAF,487.1,131.85,38.8,66.4,59.9,1,3,73.5
2025-06-02 17:00:00,T1,ONAN/ONAF,533.9,131.6,37.0,66.9,60.2,1,3,76.1
2025-06-02 18:00:00,T1,ONAN/ONAF,586.7,134.17,35.5,64.7,62.8,1,3,78.4
2025-06-02 19:00:00,T1,ONAN/ONAF,684.3,131.55,33.3,75.5,59.9,2,3,87.2
2025-06-02 20:00:00,T1,ONAN/ONAF,723.2,129.3,29.4,85.4,60.5,2,3,90.9
2025-06-02 21:00:00,T1,ONAN/ONAF,702.0,130.95,27.7,78.4,59.2,2,3,88.5
2025-06-02 22:00:00,T1,ONAN/ONAF,634.2,131.08,26.3,75.0,60.3,2,3,81.5
2025-06-02 23:00:00,T1,ONAN/ONAF,575.9,132.69,27.4,78.1,59.9,1,3,74.6
2025-06-03 00:00:00,T1,ONAN/ONAF,435.1,135.7,27.1,86.6,56.3,1,3,64.0
2025-06-03 01:00:00,T1,ONAN/ONAF,435.2,133.08,22.7,76.5,51.4,1,3,59.9
2025-06-03 02:00:00,T1,ONAN/ONAF,430.9,132.19,21.4,91.1,50.8,1,3,57.5
2025-06-03 03:00:00,T1,ONAN/ONAF,427.9,133.13,23.0,79.5,47.7,1,3,55.3
2025-06-03 04:00:00,T1,ONAN/ONAF,424.1,134.29,23.4,86.8,47.0,0,3,53.9
2025-06-03 05:00:00,T1,ONAN/ONAF,437.4,129.03,24.3,81.2,44.0,0,3,53.6
2025-06-03 06:00:00,T1,ONAN/ONAF,486.6,131.58,24.1,79.2,44.6,0,3,58.5
2025-06-03 07:00:00,T1,ONAN/ONAF,500.2,134.16,26.3,90.8,47.5,1,3,61.9
2025-06-03 08:00:00,T1,ONAN/ONAF,559.3,133.69,26.9,74.9,45.9,1,3,65.5
2025-06-03 09:00:00,T1,ONAN/ONAF,616.3,132.97,28.4,75.9,46.7,1,3,72.1
2025-06-03 10:00:00,T1,ONAN/ONAF,605.8,131.86,31.0,86.4,51.1,1,3,74.8
2025-06-03 11:00:00,T1,ONAN/ONAF,585.8,131.62,31.4,78.5,49.6,1,3,75.5
2025-06-03 12:00:00,T1,ONAN/ONAF,560.4,132.78,33.6,64.2,55.9,1,3,75.0
2025-06-03 13:00:00,T1,ONAN/ONAF,527.6,133.72,33.8,61.0,53.5,1,3,73.9
2025-06-03 14:00:00,T1,ONAN/ONAF,497.1,133.04,33.6,70.4,53.9,1,3,72.3
2025-06-03 15:00:00,T1,ONAN/ONAF,484.0,133.85,32.8,69.4,54.6,1,3,71.6
2025-06-03 16:00:00,T1,ONAN/ONAF,485.4,131.88,36.1,66.6,54.7,1,3,71.3
2025-06-03 17:00:00,T1,ONAN/ONAF,526.3,131.57,37.1,61.6,56.8,1,3,74.0
2025-06-03 18:00:00,T1,ONAN/ONAF,634.3,131.98,35.8,60.4,58.8,1,3,81.8
2025-06-03 19:00:00,T1,ONAN/ONAF,717.8,130.93,35.9,63.8,60.5,2,3,89.5
2025-06-03 20:00:00,T1,ONAN/ONAF,735.1,131.02,31.8,71.5,61.7,2,3,92.0
2025-06-03 21:00:00,T1,ONAN/ONAF,686.4,130.57,27.1,92.1,62.0,2,3,88.4
2025-06-03 22:00:00,T1,ONAN/ONAF,619.4,132.07,28.7,74.2,58.7,2,3,81.1
2025-06-03 23:00:00,T1,ONAN/ONAF,565.3,132.67,27.3,77.7,58.1,1,3,75.0
2025-06-04 00:00:00,T1,ONAN/ONAF,407.0,132.21,25.1,79.2,58.4,1,3,63.6
2025-06-04 01:00:00,T1,ONAN/ONAF,415.5,133.62,24.6,85.0,54.5,1,3,60.2
2025-06-04 02:00:00,T1,ONAN/ONAF,400.2,135.12,22.0,84.3,53.6,1,3,57.0
2025-06-04 03:00:00,T1,ONAN/ONAF,421.9,134.16,21.4,84.7,45.6,0,3,55.6
2025-06-04 04:00:00,T1,ONAN/ONAF,406.0,132.93,21.5,85.6,49.1,0,3,54.4
2025-06-04 05:00:00,T1,ONAN/ONAF,417.8,133.49,21.1,84.7,45.5,0,3,55.2
2025-06-04 06:00:00,T1,ONAN/ONAF,446.0,134.86,22.0,89.5,44.4,0,3,55.8
2025-06-04 07:00:00,T1,ONAN/ONAF,495.7,128.25,22.6,99.6,43.3,1,3,58.3
2025-06-04 08:00:00,T1,ONAN/ONAF,536.8,130.97,24.6,85.4,46.3,1,3,63.9
2025-06-04 09:00:00,T1,ONAN/ONAF,572.5,133.39,25.9,78.3,43.5,1,3,66.6
2025-06-04 10:00:00,T1,ONAN/ONAF,603.7,132.93,27.8,74.0,47.1,1,3,71.5
2025-06-04 11:00:00,T1,ONAN/ONAF,591.8,132.33,30.1,69.8,,1,3,73.9
2025-06-04 12:00:00,T1,ONAN/ONAF,566.0,133.86,31.3,80.3,48.4,1,3,75.2
2025-06-04 13:00:00,T1,ONAN/ONAF,510.7,132.75,32.8,78.3,53.7,1,3,73.1
2025-06-04 14:00:00,T1,ONAN/ONAF,464.4,131.29,34.5,68.2,53.6,1,3,69.2
2025-06-04 15:00:00,T1,ONAN/ONAF,435.3,131.41,35.6,79.3,54.5,1,3,67.4
2025-06-04 16:00:00,T1,ONAN/ONAF,451.5,133.66,35.2,69.0,55.7,1,3,68.8
2025-06-04 17:00:00,T1,ONAN/ONAF,516.6,132.83,35.2,74.3,53.0,1,3,71.3
2025-06-04 18:00:00,T1,ONAN/ONAF,599.9,131.06,32.1,75.4,55.4,1,3,78.3
2025-06-04 19:00:00,T1,ONAN/ONAF,651.3,131.49,30.6,73.6,57.9,2,3,81.2
2025-06-04 20:00:00,T1,ONAN/ONAF,705.1,129.38,31.1,69.6,58.1,2,3,87.4
2025-06-04 21:00:00,T1,ONAN/ONAF,654.7,131.26,29.1,72.6,56.2,2,3,84.2
2025-06-04 22:00:00,T1,ONAN/ONAF,594.9,131.3,27.1,81.2,57.4,1,3,78.2
2025-06-04 23:00:00,T1,ONAN/ONAF,555.0,130.19,26.7,78.0,57.3,1,3,73.8
2025-06-05 00:00:00,T1,ONAN/ONAF,420.7,129.64,26.2,82.6,52.3,1,3,64.3
2025-06-05 01:00:00,T1,ONAN/ONAF,443.8,133.68,25.3,77.1,52.6,1,3,64.1
2025-06-05 02:00:00,T1,ONAN/ONAF,443.4,133.32,25.7,85.1,51.6,1,3,60.2
2025-06-05 03:00:00,T1,ONAN/ONAF,440.6,131.83,27.5,82.5,48.1,1,3,60.6
2025-06-05 04:00:00,T1,ONAN/ONAF,464.2,132.8,27.4,75.2,48.7,1,3,61.6
2025-06-05 05:00:00,T1,ONAN/ONAF,468.8,136.02,28.4,80.4,49.8,1,3,62.1
2025-06-05 06:00:00,T1,ONAN/ONAF,491.3,131.69,30.9,78.8,49.3,1,3,62.8
2025-06-05 07:00:00,T1,ONAN/ONAF,519.6,131.69,30.4,68.2,46.7,1,3,68.0
2025-06-05 08:00:00,T1,ONAN/ONAF,586.4,132.44,32.7,67.7,50.2,1,3,72.5
2025-06-05 09:00:00,T1,ONAN/ONAF,631.1,131.66,34.5,69.3,53.2,1,3,80.1
2025-06-05 10:00:00,T1,ONAN/ONAF,620.7,129.9,34.2,79.6,57.2,1,3,80.7
2025-06-05 11:00:00,T1,ONAN/ONAF,620.4,131.04,37.4,61.9,58.1,1,3,85.0
2025-06-05 12:00:00,T1,ONAN/ONAF,588.3,131.86,41.3,63.7,61.5,1,3,85.8
2025-06-05 13:00:00,T1,ONAN/ONAF,544.7,127.72,39.9,63.1,62.0,1,3,84.8
2025-06-05 14:00:00,T1,ONAN/ONAF,502.1,131.64,40.8,55.5,62.2,1,3,81.3
2025-06-05 15:00:00,T1,ONAN/ONAF,514.5,133.12,39.2,57.6,64.4,1,3,82.2
2025-06-05 16:00:00,T1,ONAN/ONAF,527.6,132.33,39.9,58.0,66.4,1,3,82.0
2025-06-05 17:00:00,T1,ONAN/ONAF,585.4,131.33,41.7,61.3,65.3,1,3,85.4
2025-06-05 18:00:00,T1,ONAN/ONAF,661.6,131.48,39.4,54.7,66.1,2,3,92.6
2025-06-05 19:00:00,T1,ONAN/ONAF,727.6,130.4,35.5,68.6,66.5,2,3,96.5
2025-06-05 20:00:00,T1,ONAN/ONAF,721.4,128.67,33.6,75.6,64.3,2,3,98.7
2025-06-05 21:00:00,T1,ONAN/ONAF,674.3,130.64,30.9,73.0,63.8,2,3,94.1
2025-06-05 22:00:00,T1,ONAN/ONAF,622.9,128.98,26.7,84.7,64.9,2,3,87.2
2025-06-05 23:00:00,T1,ONAN/ONAF,515.4,132.48,26.6,86.5,62.4,2,3,76.2
2025-06-06 00:00:00,T1,ONAN/ONAF,406.7,132.19,29.4,78.9,55.9,1,3,65.5
2025-06-06 01:00:00,T1,ONAN/ONAF,407.9,132.6,27.5,75.6,55.2,1,3,63.9
2025-06-06 02:00:00,T1,ONAN/ONAF,417.1,134.64,25.2,82.1,52.9,1,3,61.8
2025-06-06 03:00:00,T1,ONAN/ONAF,421.9,129.97,24.9,78.5,49.1,1,3,60.9
2025-06-06 04:00:00,T1,ONAN/ONAF,436.9,134.35,23.4,82.1,47.8,1,3,58.6
2025-06-06 05:00:00,T1,ONAN/ONAF,457.9,131.91,26.4,77.6,46.1,1,3,59.2
2025-06-06 06:00:00,T1,ONAN/ONAF,479.6,132.4,27.1,89.2,45.6,1,3,60.3
2025-06-06 07:00:00,T1,ONAN/ONAF,511.0,133.82,28.5,82.2,47.6,1,3,63.7
2025-06-06 08:00:00,T1,ONAN/ONAF,530.1,131.36,30.4,72.2,46.7,1,3,65.9
2025-06-06 09:00:00,T1,ONAN/ONAF,619.2,131.52,31.1,67.3,48.0,1,3,73.9
2025-06-06 10:00:00,T1,ONAN/ONAF,650.4,134.44,33.5,72.2,54.3,2,3,82.0
2025-06-06 11:00:00,T1,ONAN/ONAF,660.7,130.01,34.3,74.3,58.2,2,3,83.2
2025-06-06 12:00:00,T1,ONAN/ONAF,607.5,134.5,34.7,68.3,56.3,2,3,81.5
